title,research_area,authors,image_file
Coordination Through Plan Repair,Multi-Agent Systems & Distributed AI,"[{'name': 'Roman van der Krogt', 'institution': 'Delft University of Technology', 'subunit': '', 'location': 'Delft, The Netherlands', 'full_affiliation': 'Delft University of Technology, PO Box 5031, 2600 GA Delft, The Netherlands'}, {'name': 'Mathijs de Weerdt', 'institution': 'Delft University of Technology', 'subunit': '', 'location': 'Delft, The Netherlands', 'full_affiliation': 'Delft University of Technology, PO Box 5031, 2600 GA Delft, The Netherlands'}]",2005_004_0024.png
Enabling Intelligent Organizations: An Electronic Institutions Approach for Controlling and Executing Problem Solving Methods,Multi-Agent Systems & Distributed AI,"[{'name': 'Armando Robles P.', 'institution': 'TCA Research Group | IIIA-CSIC', 'subunit': '', 'location': 'Barcelona, Spain', 'full_affiliation': ""1 TCA Research Group | 2 Institut d'Investigació en Intel.ligència Artificial, IIIA-CSIC. Barcelona, Spain""}, {'name': 'B.V. Pablo Noriega', 'institution': 'IIIA-CSIC', 'subunit': ""Institut d'Investigació en Intel.ligència Artificial"", 'location': 'Barcelona, Spain', 'full_affiliation': ""2 Institut d'Investigació en Intel.ligència Artificial, IIIA-CSIC. Barcelona, Spain""}, {'name': 'Francisco Cantú', 'institution': 'ITESM', 'subunit': 'Research and Graduate Studies Office', 'location': 'Monterrey, NL, México', 'full_affiliation': '3 Research and Graduate Studies Office, ITESM'}, {'name': 'Rubén Morales-Menéndez', 'institution': 'ITESM', 'subunit': 'Center for Innovation in Design and Technology', 'location': 'Monterrey, NL, México', 'full_affiliation': '4 Center for Innovation in Design and Technology, ITESM, Monterrey, NL, México'}]",2005_004_0025.png
An Extended Behavior Network for a Game Agent: An Investigation of Action Selection Quality and Agent Performance in Unreal Tournament,Hybrid AI & Expert Systems,"[{'name': 'Hugo da Silva Corrêa Pinto', 'institution': 'Universidade Federal do Rio Grande do Sul (UFRGS)', 'subunit': 'Instituto de Informática', 'location': 'Porto Alegre, RS, Brazil', 'full_affiliation': 'Instituto de Informática, Universidade Federal do Rio Grande do Sul (UFRGS), Caixa Postal 15.064, 91.501-970, Porto Alegre, RS, Brazil'}, {'name': 'Luis Otávio Alvares', 'institution': 'Universidade Federal do Rio Grande do Sul (UFRGS)', 'subunit': 'Instituto de Informática', 'location': 'Porto Alegre, RS, Brazil', 'full_affiliation': 'Instituto de Informática, Universidade Federal do Rio Grande do Sul (UFRGS), Caixa Postal 15.064, 91.501-970, Porto Alegre, RS, Brazil'}]",2005_004_0026.png
Air Pollution Assessment Through a Multiagent-Based Traffic Simulation,Multi-Agent Systems & Distributed AI,"[{'name': 'Jesús Héctor Domínguez', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Center for Intelligent Systems, Campus Monterrey', 'location': 'Monterrey, México', 'full_affiliation': 'Center for Intelligent Systems, Tecnológico de Monterrey, Campus Monterrey, Monterrey, México'}, {'name': 'Luis Marcelo Fernández', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Center for Intelligent Systems, Campus Monterrey', 'location': 'Monterrey, México', 'full_affiliation': 'Center for Intelligent Systems, Tecnológico de Monterrey, Campus Monterrey, Monterrey, México'}, {'name': 'José Luis Aguirre', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Center for Intelligent Systems, Campus Monterrey', 'location': 'Monterrey, México', 'full_affiliation': 'Center for Intelligent Systems, Tecnológico de Monterrey, Campus Monterrey, Monterrey, México'}, {'name': 'Leonardo Garrido', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Center for Intelligent Systems, Campus Monterrey', 'location': 'Monterrey, México', 'full_affiliation': 'Center for Intelligent Systems, Tecnológico de Monterrey, Campus Monterrey, Monterrey, México'}, {'name': 'Ramón Brena', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Center for Intelligent Systems, Campus Monterrey', 'location': 'Monterrey, México', 'full_affiliation': 'Center for Intelligent Systems, Tecnológico de Monterrey, Campus Monterrey, Monterrey, México'}]",2005_004_0027.png
A Noise-Driven Paradigm for Solving the Stereo Correspondence Problem,Computer Vision,"[{'name': 'Patrice Delmas', 'institution': 'The University of Auckland', 'subunit': 'Department of Computer Science', 'location': 'Auckland, New Zealand', 'full_affiliation': 'Department of Computer Science, The University of Auckland, Private Bag 92019, Auckland'}, {'name': 'Georgy Gimel’farb', 'institution': 'The University of Auckland', 'subunit': 'Department of Computer Science', 'location': 'Auckland, New Zealand', 'full_affiliation': 'Department of Computer Science, The University of Auckland, Private Bag 92019, Auckland'}, {'name': 'Jiang Liu', 'institution': 'The University of Auckland', 'subunit': 'Department of Computer Science', 'location': 'Auckland, New Zealand', 'full_affiliation': 'Department of Computer Science, The University of Auckland, Private Bag 92019, Auckland'}, {'name': 'John Morris', 'institution': 'The University of Auckland', 'subunit': 'Department of Computer Science', 'location': 'Auckland, New Zealand', 'full_affiliation': 'Department of Computer Science, The University of Auckland, Private Bag 92019, Auckland'}]",2005_004_0028.png
Invariant Descriptions and Associative Processing Applied to Object Recognition Under Occlusions,Computer Vision,"[{'name': 'Roberto Antonio Vázquez', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': 'Ciudad de México, México', 'full_affiliation': 'Centro de Investigación en Computación – IPN, Av. Juan de Dios Batíz, esquina con Miguel Otón de Mendizábal, Ciudad de México, 07738, México'}, {'name': 'Humberto Sossa', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': 'Ciudad de México, México', 'full_affiliation': 'Centro de Investigación en Computación – IPN, Av. Juan de Dios Batíz, esquina con Miguel Otón de Mendizábal, Ciudad de México, 07738, México'}, {'name': 'Ricardo Barrón', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': 'Ciudad de México, México', 'full_affiliation': 'Centro de Investigación en Computación – IPN, Av. Juan de Dios Batíz, esquina con Miguel Otón de Mendizábal, Ciudad de México, 07738, México'}]",2005_004_0029.png
Real Time Facial Expression Recognition Using Local Binary Patterns and Linear Programming,Computer Vision,"[{'name': 'Xiaoyi Feng', 'institution': 'Northwestern Polytechnic University', 'subunit': 'College of Electronics and Information', 'location': ""Xi'an, China"", 'full_affiliation': ""College of Electronics and Information, Northwestern Polytechnic University, 710072 Xi'an, China""}, {'name': 'Jie Cui', 'institution': 'Northwestern Polytechnic University', 'subunit': 'College of Electronics and Information', 'location': ""Xi'an, China"", 'full_affiliation': ""College of Electronics and Information, Northwestern Polytechnic University, 710072 Xi'an, China""}, {'name': 'Matti Pietikäinen', 'institution': 'University of Oulu', 'subunit': 'Machine Vision Group, Infotech Oulu and Dept. of Electrical and Information Engineering', 'location': 'Oulu, Finland', 'full_affiliation': 'Machine Vision Group, Infotech Oulu and Dept. of Electrical and Information Engineering, P. O. Box 4500 Fin-90014 University of Oulu, Finland'}, {'name': 'Abdenour Hadid', 'institution': 'University of Oulu', 'subunit': 'Machine Vision Group, Infotech Oulu and Dept. of Electrical and Information Engineering', 'location': 'Oulu, Finland', 'full_affiliation': 'Machine Vision Group, Infotech Oulu and Dept. of Electrical and Information Engineering, P. O. Box 4500 Fin-90014 University of Oulu, Finland'}]",2005_004_0030.png
People Detection and Tracking Through Stereo Vision for Human-Robot Interaction*,Computer Vision,"[{'name': 'Rafael Muñoz-Salinas', 'institution': 'University of Granada', 'subunit': 'Depto. de Ciencias de la Computacion e Inteligencia Artificial, E.T.S. Ingeniera Informática', 'location': 'Granada, Spain', 'full_affiliation': 'Depto. de Ciencias de la Computacion e Inteligencia Artificial, E.T.S. Ingeniera Informática, University of Granada, Granada, Spain'}, {'name': 'Eugenio Aguirre', 'institution': 'University of Granada', 'subunit': 'Depto. de Ciencias de la Computacion e Inteligencia Artificial, E.T.S. Ingeniera Informática', 'location': 'Granada, Spain', 'full_affiliation': 'Depto. de Ciencias de la Computacion e Inteligencia Artificial, E.T.S. Ingeniera Informática, University of Granada, Granada, Spain'}, {'name': 'Miguel García-Silvente', 'institution': 'University of Granada', 'subunit': 'Depto. de Ciencias de la Computacion e Inteligencia Artificial, E.T.S. Ingeniera Informática', 'location': 'Granada, Spain', 'full_affiliation': 'Depto. de Ciencias de la Computacion e Inteligencia Artificial, E.T.S. Ingeniera Informática, University of Granada, Granada, Spain'}, {'name': 'Antonio Gonzalez', 'institution': 'University of Granada', 'subunit': 'Depto. de Ciencias de la Computacion e Inteligencia Artificial, E.T.S. Ingeniera Informática', 'location': 'Granada, Spain', 'full_affiliation': 'Depto. de Ciencias de la Computacion e Inteligencia Artificial, E.T.S. Ingeniera Informática, University of Granada, Granada, Spain'}]",2005_004_0031.png
Mapping Visual Behavior to Robotic Assembly Tasks,Robotics,"[{'name': 'Mario Peña-Cabrera', 'institution': 'Universidad Nacional Autónoma de México', 'subunit': 'Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas (IIMAS)', 'location': 'Ciudad Universitaria, México D.F., México', 'full_affiliation': 'Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas (IIMAS), Ciudad Universitaria, Univesidad Nacional Autónoma de México, México D.F. CP 04510'}, {'name': 'Ismael López-Juárez', 'institution': 'CIATEQ A.C.', 'subunit': '', 'location': 'El Marqués, Querétaro, México', 'full_affiliation': 'CIATEQ A.C. Centro de Tecnología Avanzada, Av. Manantiales 23-A, CP 76246, El Marqués, Querétaro, México'}, {'name': 'Reyes Rios-Cabrera', 'institution': 'CIATEQ A.C.', 'subunit': '', 'location': 'El Marqués, Querétaro, México', 'full_affiliation': 'CIATEQ A.C. Centro de Tecnología Avanzada, Av. Manantiales 23-A, CP 76246, El Marqués, Querétaro, México'}, {'name': 'Jorge Corona-Castuera', 'institution': 'CIATEQ A.C.', 'subunit': '', 'location': 'El Marqués, Querétaro, México', 'full_affiliation': 'CIATEQ A.C. Centro de Tecnología Avanzada, Av. Manantiales 23-A, CP 76246, El Marqués, Querétaro, México'}, {'name': 'Roman Osorio', 'institution': 'Universidad Nacional Autónoma de México', 'subunit': 'Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas (IIMAS)', 'location': 'Ciudad Universitaria, México D.F., México', 'full_affiliation': 'Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas (IIMAS), Ciudad Universitaria, Univesidad Nacional Autónoma de México, México D.F. CP 04510'}]",2005_004_0032.png
Multilevel Seed Region Growth Segmentation,Computer Vision,"[{'name': 'Raziel Álvarez', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Mechatronics Research Center (CIMe), Campus Estado de México', 'location': 'Atizapán de Zaragoza, Estado de México, Mexico', 'full_affiliation': 'Mechatronics Research Center (CIMe), Tecnológico de Monterrey, Campus Estado de México, Km 3.5 Carretera al Lago de Guadalupe, Atizapán de Zaragoza, Estado de México, Mexico, 52926'}, {'name': 'Erik Millán', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Mechatronics Research Center (CIMe), Campus Estado de México', 'location': 'Atizapán de Zaragoza, Estado de México, Mexico', 'full_affiliation': 'Mechatronics Research Center (CIMe), Tecnológico de Monterrey, Campus Estado de México, Km 3.5 Carretera al Lago de Guadalupe, Atizapán de Zaragoza, Estado de México, Mexico, 52926'}, {'name': 'Ricardo Swain-Oropeza', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Mechatronics Research Center (CIMe), Campus Estado de México', 'location': 'Atizapán de Zaragoza, Estado de México, Mexico', 'full_affiliation': 'Mechatronics Research Center (CIMe), Tecnológico de Monterrey, Campus Estado de México, Km 3.5 Carretera al Lago de Guadalupe, Atizapán de Zaragoza, Estado de México, Mexico, 52926'}]",2005_004_0033.png
A CLS Hierarchy for the Classification of Images,Computer Vision,"[{'name': 'Antonio Sanchez', 'institution': 'LANIA | TCU', 'subunit': '', 'location': 'Xalapa, Veracruz, México | Fort Worth, Texas', 'full_affiliation': 'LANIA, Xalapa,Veracruz, México 72820 & TCU, Fort Worth Texas 76129'}, {'name': 'Raul Diaz', 'institution': 'LANIA', 'subunit': '', 'location': 'Xalapa, Veracruz, México', 'full_affiliation': 'LANIA , Xalapa,Veracruz, México 72820'}, {'name': 'Peter Bock', 'institution': 'GWU', 'subunit': '', 'location': 'Washington D.C.', 'full_affiliation': 'GWU, Washington D.C. 20006'}]",2005_004_0034.png
Performance Evaluation of a Segmentation Algorithm for Synthetic Texture Images,Computer Vision,"[{'name': 'Dora Luz Almanza-Ojeda', 'institution': 'Universidad de Guanajuato', 'subunit': 'F.I.M.E.E.', 'location': 'Salamanca, Mexico', 'full_affiliation': 'Universidad de Guanajuato, F.I.M.E.E., Salamanca, Mexico'}, {'name': 'Victor Ayala-Ramirez', 'institution': 'Universidad de Guanajuato', 'subunit': 'F.I.M.E.E.', 'location': 'Salamanca, Mexico', 'full_affiliation': 'Universidad de Guanajuato, F.I.M.E.E., Salamanca, Mexico'}, {'name': 'Raul E. Sanchez-Yanez', 'institution': 'Universidad de Guanajuato', 'subunit': 'F.I.M.E.E.', 'location': 'Salamanca, Mexico', 'full_affiliation': 'Universidad de Guanajuato, F.I.M.E.E., Salamanca, Mexico'}, {'name': 'Gabriel Avina-Cervantes', 'institution': 'Universidad de Guanajuato', 'subunit': 'F.I.M.E.E.', 'location': 'Salamanca, Mexico', 'full_affiliation': 'Universidad de Guanajuato, F.I.M.E.E., Salamanca, Mexico'}]",2005_004_0035.png
Image Retrieval Based on Salient Points from DCT Domain,Computer Vision,"[{'name': 'Wenyin Zhang', 'institution': 'East China Normal University | Shandong Linyi Normal University', 'subunit': 'The software engineering institute | The Department of Computer Science', 'location': 'Shanghai, P.R. China | Linyi, 276005, P.R. China', 'full_affiliation': 'The software engineering institute, East China Normal University, Shanghai, P.R. China | The Department of Computer Science, Shandong Linyi Normal University, Linyi, 276005, P.R. China'}, {'name': 'Zhenli Nie', 'institution': 'Shandong Linyi Normal University', 'subunit': 'The Department of Computer Science', 'location': 'Linyi, 276005, P.R. China', 'full_affiliation': 'The Department of Computer Science, Shandong Linyi Normal University, Linyi, 276005, P.R. China'}, {'name': 'Zhenbing Zeng', 'institution': 'East China Normal University', 'subunit': 'The software engineering institute', 'location': 'Shanghai, P.R. China', 'full_affiliation': 'The software engineering institute, East China Normal University, Shanghai, P.R. China'}]",2005_004_0036.png
Selection of the Optimal Parameter Value for the ISOMAP Algorithm,Unsupervised Machine Learning,"[{'name': 'Chao Shao', 'institution': 'Beijing Jiaotong University', 'subunit': 'School of Computer and Information Technology', 'location': 'Beijing, China', 'full_affiliation': 'School of Computer and Information Technology, Beijing Jiaotong University, Beijing, 100044, China'}, {'name': 'Houkuan Huang', 'institution': 'Beijing Jiaotong University', 'subunit': 'School of Computer and Information Technology', 'location': 'Beijing, China', 'full_affiliation': 'School of Computer and Information Technology, Beijing Jiaotong University, Beijing, 100044, China'}]",2005_004_0037.png
Proximity Searching in High Dimensional Spaces with a Proximity Preserving Order*,Supervised Machine Learning,"[{'name': 'Edgar Chávez', 'institution': 'Universidad Michoacana', 'subunit': 'Facultad de Ciencias Físico-Matemáticas', 'location': 'México', 'full_affiliation': 'Facultad de Ciencias Físico-Matemáticas, Universidad Michoacana, México'}, {'name': 'Karina Figueroa', 'institution': 'Universidad Michoacana | University of Chile', 'subunit': 'Facultad de Ciencias Físico-Matemáticas | Center for Web Research, Dept. of Computer Science', 'location': 'México | ', 'full_affiliation': 'Facultad de Ciencias Físico-Matemáticas, Universidad Michoacana, México | Center for Web Research, Dept. of Computer Science, University of Chile'}, {'name': 'Gonzalo Navarro', 'institution': 'University of Chile', 'subunit': 'Center for Web Research, Dept. of Computer Science', 'location': '', 'full_affiliation': 'Center for Web Research, Dept. of Computer Science, University of Chile'}]",2005_004_0038.png
A Neurobiologically Motivated Model for Self-organized Learning,Reinforcement Learning,"[{'name': 'Frank Emmert-Streib', 'institution': 'Universität Bremen | Stowers Institute for Medical Research', 'subunit': 'Institut für Theoretische Physik', 'location': 'Bremen, Germany | Kansas City, MO, USA', 'full_affiliation': 'Institut für Theoretische Physik, Universität Bremen, Otto-Hahn-Allee, 28334 Bremen, Germany | Stowers Institute for Medical Research, 1000 E. 50th Street, Kansas City, MO 64110, USA'}]",2005_004_0039.png
Using Boolean Differences for Discovering Ill-Defined Attributes in Propositional Machine Learning,Supervised Machine Learning,"[{'name': 'Sylvain Hallé', 'institution': 'Université du Québec à Montréal', 'subunit': '', 'location': 'Montréal, Canada', 'full_affiliation': 'Université du Québec à Montréal, C. P. 8888, Succ. Centre-Ville, Montréal, Canada H3C 3P8'}]",2005_004_0040.png
Simplify Decision Function of Reduced Support Vector Machines,Supervised Machine Learning,"[{'name': 'Yuangui Li', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Department of Automation', 'location': 'Shanghai, P. R. China', 'full_affiliation': 'Department of Automation, Shanghai Jiaotong University, Shanghai 200030, P. R. China'}, {'name': 'Weidong Zhang', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Department of Automation', 'location': 'Shanghai, P. R. China', 'full_affiliation': 'Department of Automation, Shanghai Jiaotong University, Shanghai 200030, P. R. China'}, {'name': 'Guoli Wang', 'institution': 'Sun Yat-Sen University', 'subunit': 'Department of Electronic and Communication Engineering, School of Information Science and Technology', 'location': 'Guangzhou, P.R. China', 'full_affiliation': 'Department of Electronic and Communication Engineering, School of Information Science and Technology, Sun Yat-Sen University, Guangzhou 510275, P.R. China'}, {'name': 'Yunze Cai', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Department of Automation', 'location': 'Shanghai, P. R. China', 'full_affiliation': 'Department of Automation, Shanghai Jiaotong University, Shanghai 200030, P. R. China'}]",2005_004_0041.png
On-Line Learning of Decision Trees in Problems with Unknown Dynamics,Supervised Machine Learning,"[{'name': 'Marlon Núñez', 'institution': 'Universidad de Málaga', 'subunit': 'Departament of Languages and Computer Science, Campus de Teatinos', 'location': 'Málaga, Spain', 'full_affiliation': 'Departament of Languages and Computer Science, Campus de Teatinos, Universidad de Málaga, 29071, Málaga, Spain'}, {'name': 'Raúl Fidalgo', 'institution': 'Universidad de Málaga', 'subunit': 'Departament of Languages and Computer Science, Campus de Teatinos', 'location': 'Málaga, Spain', 'full_affiliation': 'Departament of Languages and Computer Science, Campus de Teatinos, Universidad de Málaga, 29071, Málaga, Spain'}, {'name': 'Rafael Morales', 'institution': 'Universidad de Málaga', 'subunit': 'Departament of Languages and Computer Science, Campus de Teatinos', 'location': 'Málaga, Spain', 'full_affiliation': 'Departament of Languages and Computer Science, Campus de Teatinos, Universidad de Málaga, 29071, Málaga, Spain'}]",2005_004_0042.png
Improved Pairwise Coupling Support Vector Machines with Correcting Classifiers*,Supervised Machine Learning,"[{'name': 'Huaqing Li', 'institution': 'Shanghai Jiao Tong University', 'subunit': 'Department of Computer Science and Engineering', 'location': 'Shanghai, P.R. China', 'full_affiliation': 'Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai 200030, P.R. China'}, {'name': 'Feihu Qi', 'institution': 'Shanghai Jiao Tong University', 'subunit': 'Department of Computer Science and Engineering', 'location': 'Shanghai, P.R. China', 'full_affiliation': 'Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai 200030, P.R. China'}, {'name': 'Shaoyu Wang', 'institution': 'Shanghai Jiao Tong University', 'subunit': 'Department of Computer Science and Engineering', 'location': 'Shanghai, P.R. China', 'full_affiliation': 'Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai 200030, P.R. China'}]",2005_004_0043.png
Least Squares Littlewood-Paley Wavelet Support Vector Machine,Supervised Machine Learning,"[{'name': 'Fangfang Wu', 'institution': ""Xi'an Jiaotong University"", 'subunit': 'Institute of Neocomputer', 'location': ""Xi'an, People's Republic of China"", 'full_affiliation': ""Institute of Neocomputer, Xi'an Jiaotong University, Xi'an 710049, People's Republic of China""}, {'name': 'Yinliang Zhao', 'institution': ""Xi'an Jiaotong University"", 'subunit': 'Institute of Neocomputer', 'location': ""Xi'an, People's Republic of China"", 'full_affiliation': ""Institute of Neocomputer, Xi'an Jiaotong University, Xi'an 710049, People's Republic of China""}]",2005_004_0044.png
Minimizing State Transition Model for Multiclassification by Mixed-Integer Programming,Heuristic Search & Optimization,"[{'name': 'Nobuo Inui', 'institution': 'Tokyo University of Agriculture and Technology', 'subunit': '', 'location': 'Koganei Tokyo, Japan', 'full_affiliation': 'Tokyo University of Agriculture and Technology, Koganei Tokyo 184-8588, Japan'}, {'name': 'Yuuji Shinano', 'institution': 'Tokyo University of Agriculture and Technology', 'subunit': '', 'location': 'Koganei Tokyo, Japan', 'full_affiliation': 'Tokyo University of Agriculture and Technology, Koganei Tokyo 184-8588, Japan'}]",2005_004_0045.png
Overview of Metaheuristics Methods in Compilation,Heuristic Search & Optimization,"[{'name': 'Fernanda Kri', 'institution': 'Universidad de Santiago de Chile', 'subunit': 'Departamento de Ingeniería Informática', 'location': 'Santiago, Chile', 'full_affiliation': 'Universidad de Santiago de Chile, Departamento de Ingeniería Informática, Av. Ecuador 3659, Santiago, Chile'}, {'name': 'Carlos Gómez', 'institution': 'Universidad de Santiago de Chile', 'subunit': 'Departamento de Ingeniería Informática', 'location': 'Santiago, Chile', 'full_affiliation': 'Universidad de Santiago de Chile, Departamento de Ingeniería Informática, Av. Ecuador 3659, Santiago, Chile'}, {'name': 'Paz Caro', 'institution': 'Universidad de Santiago de Chile', 'subunit': 'Departamento de Ingeniería Informática', 'location': 'Santiago, Chile', 'full_affiliation': 'Universidad de Santiago de Chile, Departamento de Ingeniería Informática, Av. Ecuador 3659, Santiago, Chile'}]",2005_004_0046.png
Time-Series Forecasting by Means of Linear and Nonlinear Models,Neural Networks & Deep Learning,"[{'name': 'Janset Kuvulmaz', 'institution': 'Yildiz Technical University', 'subunit': 'Department of Electrical Engineering', 'location': 'Besiktas, Istanbul, Turkey', 'full_affiliation': 'Department of Electrical Engineering, Yildiz Technical University, 34349 Besiktas, Istanbul Turkey'}, {'name': 'Serkan Usanmaz', 'institution': 'Marmara University', 'subunit': 'Department of Quantitative Methods', 'location': 'Goztepe, Istanbul, Turkey', 'full_affiliation': 'Department of Quantitative Methods, Marmara University, 34722 Goztepe, Istanbul Turkey'}, {'name': 'Seref Naci Engin', 'institution': 'Yildiz Technical University', 'subunit': 'Department of Electrical Engineering', 'location': 'Besiktas, Istanbul, Turkey', 'full_affiliation': 'Department of Electrical Engineering, Yildiz Technical University, 34349 Besiktas, Istanbul Turkey'}]",2005_004_0048.png
Perception Based Time Series Data Mining with MAP Transform,Data Mining & Knowledge Discovery,"[{'name': 'Ildar Batyrshin', 'institution': 'Mexican Petroleum Institute', 'subunit': '', 'location': 'Mexico, D.F.', 'full_affiliation': 'Mexican Petroleum Institute, Eje Central Lazaro, 152, Mexico, D.F., 07730'}, {'name': 'Leonid Sheremetov', 'institution': 'Mexican Petroleum Institute', 'subunit': '', 'location': 'Mexico, D.F.', 'full_affiliation': 'Mexican Petroleum Institute, Eje Central Lazaro, 152, Mexico, D.F., 07730'}]",2005_004_0049.png
A Graph Theoretic Approach to Key Equivalence,Heuristic Search & Optimization,"[{'name': 'J. Horacio Camacho', 'institution': 'University of Essex', 'subunit': '', 'location': 'Colchester, UK', 'full_affiliation': 'University of Essex, Colchester CO43SQ, UK'}, {'name': 'Abdellah Salhi', 'institution': 'University of Essex', 'subunit': '', 'location': 'Colchester, UK', 'full_affiliation': 'University of Essex, Colchester CO43SQ, UK'}, {'name': 'Qingfu Zhang', 'institution': 'University of Essex', 'subunit': '', 'location': 'Colchester, UK', 'full_affiliation': 'University of Essex, Colchester CO43SQ, UK'}]",2005_004_0050.png
Improvement of Data Visualization Based on ISOMAP,Unsupervised Machine Learning,"[{'name': 'Chao Shao', 'institution': 'Beijing Jiaotong University', 'subunit': 'School of Computer and Information Technology', 'location': 'Beijing, China', 'full_affiliation': 'School of Computer and Information Technology, Beijing Jiaotong University, 100044 Beijing, China'}, {'name': 'Houkuan Huang', 'institution': 'Beijing Jiaotong University', 'subunit': 'School of Computer and Information Technology', 'location': 'Beijing, China', 'full_affiliation': 'School of Computer and Information Technology, Beijing Jiaotong University, 100044 Beijing, China'}]",2005_004_0051.png
Supporting Generalized Cases in Conversational CBR,Hybrid AI & Expert Systems,"[{'name': 'Mingyang Gu', 'institution': 'Norwegian University of Science and Technology', 'subunit': 'Department of Computer and Information Science', 'location': 'Trondheim, Norway', 'full_affiliation': 'Department of Computer and Information Science, Norwegian University of Science and Technology, Sem Saelands vei 7-9, N-7491, Trondheim, Norway'}]",2005_004_0052.png
Organizing Large Case Library by Linear Programming,Heuristic Search & Optimization,"[{'name': 'Caihong Sun', 'institution': 'Renmin University of China', 'subunit': 'Information School', 'location': 'Beijing, P.R. China', 'full_affiliation': 'Information School, Renmin University of China, Beijing, 100872, P.R. China'}, {'name': 'Simon Chi Keung Shiu', 'institution': 'The Hong Kong Polytechnic University', 'subunit': 'Computing Department', 'location': 'Hung Hum, Kowloon, Hong Kong', 'full_affiliation': 'Computing Department, The Hong Kong Polytechnic University, Hung Hum, Kowloon, Hong Kong'}, {'name': 'Xizhao Wang', 'institution': 'Hebei University', 'subunit': 'College of Mathematics and Computer', 'location': 'Baoding City, Hebei Province, P.R. China', 'full_affiliation': 'College of Mathematics and Computer, Hebei University, Baoding City, Hebei Province, 071002, P.R. China'}]",2005_004_0053.png
Classifying Faces with Discriminant Isometric Feature Mapping,Computer Vision,"[{'name': 'Ruifan Li', 'institution': 'Beijing University of Posts and Telecommunications', 'subunit': 'School of Information Engineering', 'location': 'Beijing, China', 'full_affiliation': 'School of Information Engineering, Beijing University of Posts and Telecommunications, Beijing, China, 100876'}, {'name': 'Cong Wang', 'institution': 'Beijing University of Posts and Telecommunications', 'subunit': 'School of Information Engineering', 'location': 'Beijing, China', 'full_affiliation': 'School of Information Engineering, Beijing University of Posts and Telecommunications, Beijing, China, 100876'}, {'name': 'Hongwei Hao', 'institution': 'University of Science and Technology Beijing', 'subunit': 'School of Information Engineering', 'location': 'Beijing, China', 'full_affiliation': 'School of Information Engineering, University of Science and Technology Beijing, Beijing, China, 100083'}, {'name': 'Xuyan Tu', 'institution': 'Beijing University of Posts and Telecommunications | University of Science and Technology Beijing', 'subunit': 'School of Information Engineering | School of Information Engineering', 'location': 'Beijing, China | Beijing, China', 'full_affiliation': 'School of Information Engineering, Beijing University of Posts and Telecommunications, Beijing, China, 100876 | School of Information Engineering, University of Science and Technology Beijing, Beijing, China, 100083'}]",2005_004_0054.png
A Grey-Markov Forecasting Model for the Electric Power Requirement in China,Probabilistic & Statistical Reasoning,"[{'name': 'Yong He', 'institution': 'Zhejiang University', 'subunit': 'College of Biosystems Engineering and Food Science', 'location': 'Hangzhou, China', 'full_affiliation': 'College of Biosystems Engineering and Food Science, Zhejiang University, Hangzhou, 310029, China'}, {'name': 'Min Huang', 'institution': 'Zhejiang University', 'subunit': 'College of Biosystems Engineering and Food Science', 'location': 'Hangzhou, China', 'full_affiliation': 'College of Biosystems Engineering and Food Science, Zhejiang University, Hangzhou, 310029, China'}]",2005_004_0055.png
