,title,image_file,research_area,name,institution,subunit,location,full_affiliation,institution_clean,year,Country
1938,The Nonsubsampled Contourlet Transform for Enhancement of Microcalcifications in Digital Mammograms,2009_008_0025.png,Computer Vision,Jose Manuel Mejía Muñoz,Universidad Autónoma de Ciudad Juárez,Departamento de Ingeniería Eléctrica y Computación,"Ciudad Juárez, Chihuahua, México","Universidad Autónoma de Ciudad Juárez (UACJ) Departamento de Ingeniería Eléctrica y Computación Avenida del Charro No. 450 Norte, Ciudad Juárez, Chihuahua, México",UACJ,2009,Mexico
1939,The Nonsubsampled Contourlet Transform for Enhancement of Microcalcifications in Digital Mammograms,2009_008_0025.png,Computer Vision,Humberto de J. Ochoa Domínguez,Universidad Autónoma de Ciudad Juárez,Departamento de Ingeniería Eléctrica y Computación,"Ciudad Juárez, Chihuahua, México","Universidad Autónoma de Ciudad Juárez (UACJ) Departamento de Ingeniería Eléctrica y Computación Avenida del Charro No. 450 Norte, Ciudad Juárez, Chihuahua, México",UACJ,2009,Mexico
1940,The Nonsubsampled Contourlet Transform for Enhancement of Microcalcifications in Digital Mammograms,2009_008_0025.png,Computer Vision,Osslan Osiris Vergara Villegas,Universidad Autónoma de Ciudad Juárez,Departamento de Ingeniería Industrial y Manufactura,"Ciudad Juárez, Chihuahua, México","Universidad Autónoma de Ciudad Juárez (UACJ) Departamento de Ingeniería Industrial y Manufactura Avenida del Charro No. 450 Norte, Ciudad Juárez, Chihuahua, México",UACJ,2009,Mexico
1941,The Nonsubsampled Contourlet Transform for Enhancement of Microcalcifications in Digital Mammograms,2009_008_0025.png,Computer Vision,Vianey Guadalupe Cruz Sánchez,Universidad Autónoma de Ciudad Juárez,Departamento de Ingeniería Eléctrica y Computación,"Ciudad Juárez, Chihuahua, México","Universidad Autónoma de Ciudad Juárez (UACJ) Departamento de Ingeniería Eléctrica y Computación Avenida del Charro No. 450 Norte, Ciudad Juárez, Chihuahua, México",UACJ,2009,Mexico
1942,The Nonsubsampled Contourlet Transform for Enhancement of Microcalcifications in Digital Mammograms,2009_008_0025.png,Computer Vision,Leticia Ortega Maynez,Universidad Autónoma de Ciudad Juárez,Departamento de Ingeniería Eléctrica y Computación,"Ciudad Juárez, Chihuahua, México","Universidad Autónoma de Ciudad Juárez (UACJ) Departamento de Ingeniería Eléctrica y Computación Avenida del Charro No. 450 Norte, Ciudad Juárez, Chihuahua, México",UACJ,2009,Mexico
1943,Denoising Intra-voxel Axon Fiber Orientations by Means of ECQMMF Method,2009_008_0026.png,Computer Vision,Alonso Ramirez-Manzanares,Universidad de Guanajuato,Facultad de Matematicas,"Guanajuato, Gto. Mexico","Universidad de Guanajuato, Facultad de Matematicas, Valenciana, Guanajuato, Gto. Mexico. C.P. 36000",UGTO,2009,
1944,Denoising Intra-voxel Axon Fiber Orientations by Means of ECQMMF Method,2009_008_0026.png,Computer Vision,Mariano Rivera,CIMAT A.C.,,"Guanajuato, Gto. Mexico","CIMAT A.C., Callejon Jalisco S/N, Valenciana, Guanajuato, Gto. Mexico. C.P. 36000",~CA,2009,
1945,Denoising Intra-voxel Axon Fiber Orientations by Means of ECQMMF Method,2009_008_0026.png,Computer Vision,James C. Gee,University of Pennsylvania,"PICSL, Department of Radiology","Philadelphia, PA, USA","University of Pennsylvania, PICSL, Department of Radiology 3600 Market Street, Suite 370, PA 19104, USA",*UPENN,2009,United States
1946,A Profilometric Approach for 3D Reconstruction Using Fourier and Wavelet Transforms,2009_008_0027.png,Computer Vision,Jesus Carlos Pedraza-Ortega,Universidad Autonoma de Queretaro,CIDIT-Facultad de Informatica,"Juriquilla, Queretaro, Mexico","CIDIT-Facultad de Informatica, Universidad Autonoma de Queretaro, Av. De las Ciencias S/N, Juriquilla C.P. 76230, Queretaro, Mexico",UAQ,2009,Mexico
1947,A Profilometric Approach for 3D Reconstruction Using Fourier and Wavelet Transforms,2009_008_0027.png,Computer Vision,Efren Gorrostieta-Hurtado,Universidad Autonoma de Queretaro,CIDIT-Facultad de Informatica,"Juriquilla, Queretaro, Mexico","CIDIT-Facultad de Informatica, Universidad Autonoma de Queretaro, Av. De las Ciencias S/N, Juriquilla C.P. 76230, Queretaro, Mexico",UAQ,2009,Mexico
1948,A Profilometric Approach for 3D Reconstruction Using Fourier and Wavelet Transforms,2009_008_0027.png,Computer Vision,Juan Manuel Ramos-Arreguin,Universidad Autonoma de Queretaro,CIDIT-Facultad de Informatica,"Juriquilla, Queretaro, Mexico","CIDIT-Facultad de Informatica, Universidad Autonoma de Queretaro, Av. De las Ciencias S/N, Juriquilla C.P. 76230, Queretaro, Mexico",UAQ,2009,Mexico
1949,A Profilometric Approach for 3D Reconstruction Using Fourier and Wavelet Transforms,2009_008_0027.png,Computer Vision,Sandra Luz Canchola-Magdaleno,Universidad Autonoma de Queretaro,CIDIT-Facultad de Informatica,"Juriquilla, Queretaro, Mexico","CIDIT-Facultad de Informatica, Universidad Autonoma de Queretaro, Av. De las Ciencias S/N, Juriquilla C.P. 76230, Queretaro, Mexico",UAQ,2009,Mexico
1950,A Profilometric Approach for 3D Reconstruction Using Fourier and Wavelet Transforms,2009_008_0027.png,Computer Vision,Marco Antonio Aceves-Fernandez,Universidad Autonoma de Queretaro,CIDIT-Facultad de Informatica,"Juriquilla, Queretaro, Mexico","CIDIT-Facultad de Informatica, Universidad Autonoma de Queretaro, Av. De las Ciencias S/N, Juriquilla C.P. 76230, Queretaro, Mexico",UAQ,2009,Mexico
1951,A Profilometric Approach for 3D Reconstruction Using Fourier and Wavelet Transforms,2009_008_0027.png,Computer Vision,Manuel Delgado-Rosas,Universidad Autonoma de Queretaro,CIDIT-Facultad de Informatica,"Juriquilla, Queretaro, Mexico","CIDIT-Facultad de Informatica, Universidad Autonoma de Queretaro, Av. De las Ciencias S/N, Juriquilla C.P. 76230, Queretaro, Mexico",UAQ,2009,Mexico
1952,A Profilometric Approach for 3D Reconstruction Using Fourier and Wavelet Transforms,2009_008_0027.png,Computer Vision,Ruth Angelica Rico-Hernandez,Universidad Autonoma de Queretaro,CIDIT-Facultad de Informatica,"Juriquilla, Queretaro, Mexico","CIDIT-Facultad de Informatica, Universidad Autonoma de Queretaro, Av. De las Ciencias S/N, Juriquilla C.P. 76230, Queretaro, Mexico",UAQ,2009,Mexico
1953,Vector Quantization Algorithm Based on Associative Memories,2009_008_0028.png,Computer Vision,Enrique Guzmán,Universidad Tecnológica de la Mixteca,,,Universidad Tecnológica de la Mixteca,UTM,2009,Mexico
1954,Vector Quantization Algorithm Based on Associative Memories,2009_008_0028.png,Computer Vision,Oleksiy Pogrebnyak,Instituto Politécnico Nacional,Centro de Investigación en Computación,,Centro de Investigación en Computación del Instituto Politécnico Nacional,IPN,2009,Mexico
1955,Vector Quantization Algorithm Based on Associative Memories,2009_008_0028.png,Computer Vision,Cornelio Yáñez,Instituto Politécnico Nacional,Centro de Investigación en Computación,,Centro de Investigación en Computación del Instituto Politécnico Nacional,IPN,2009,Mexico
1956,Vector Quantization Algorithm Based on Associative Memories,2009_008_0028.png,Computer Vision,Pablo Manrique,Instituto Politécnico Nacional,Centro de Investigación en Computación,,Centro de Investigación en Computación del Instituto Politécnico Nacional,IPN,2009,Mexico
1957,A Two-Stage Relational Reinforcement Learning with Continuous Actions for Real Service Robots,2009_008_0029.png,Reinforcement Learning,Julio H. Zaragoza,"National Institute of Astrophysics, Optics and Electronics",Computer Science Department,"Tonantzintla, México","National Institute of Astrophysics, Optics and Electronics, Computer Science Department, Luis Enrique Erro 1, 72840 Tonantzintla, México",INAOE,2009,Mexico
1958,A Two-Stage Relational Reinforcement Learning with Continuous Actions for Real Service Robots,2009_008_0029.png,Reinforcement Learning,Eduardo F. Morales,"National Institute of Astrophysics, Optics and Electronics",Computer Science Department,"Tonantzintla, México","National Institute of Astrophysics, Optics and Electronics, Computer Science Department, Luis Enrique Erro 1, 72840 Tonantzintla, México",INAOE,2009,Mexico
1959,People Detection by a Mobile Robot Using Stereo Vision in Dynamic Indoor Environments,2009_008_0030.png,Robotics,José Alberto Méndez-Polanco,"National Institue of Astrophysics, Optics and Electronics",,,"National Institue of Astrophysics, Optics and Electronics",INAOE,2009,
1960,People Detection by a Mobile Robot Using Stereo Vision in Dynamic Indoor Environments,2009_008_0030.png,Robotics,Angélica Muñoz-Meléndez,"National Institue of Astrophysics, Optics and Electronics",,,"National Institue of Astrophysics, Optics and Electronics",INAOE,2009,
1961,People Detection by a Mobile Robot Using Stereo Vision in Dynamic Indoor Environments,2009_008_0030.png,Robotics,Eduardo F. Morales,"National Institue of Astrophysics, Optics and Electronics",,,"National Institue of Astrophysics, Optics and Electronics",INAOE,2009,
1962,SAT Encoding and CSP Reduction for Interconnected Alldiff Constraints,2009_008_0031.png,Knowledge Representation & Reasoning,Frederic Lardeux,Université d’Angers,LERIA,France,"LERIA, Université d’Angers, France",*UANGERS,2009,France
1963,SAT Encoding and CSP Reduction for Interconnected Alldiff Constraints,2009_008_0031.png,Knowledge Representation & Reasoning,Eric Monfroy,Universidad Técnica Federico Santa María, | LINA,"Valparaíso, Chile | France","1 Universidad Técnica Federico Santa María, Valparaíso, Chile 2 LINA, Université de Nantes, France",*USM,2009,
1964,SAT Encoding and CSP Reduction for Interconnected Alldiff Constraints,2009_008_0031.png,Knowledge Representation & Reasoning,Eric Monfroy,Université de Nantes, | LINA,"Valparaíso, Chile | France","1 Universidad Técnica Federico Santa María, Valparaíso, Chile 2 LINA, Université de Nantes, France",*NANTES,2009,
1965,SAT Encoding and CSP Reduction for Interconnected Alldiff Constraints,2009_008_0031.png,Knowledge Representation & Reasoning,Frederic Saubion,Université d’Angers,LERIA,France,"LERIA, Université d’Angers, France",*UANGERS,2009,France
1966,SAT Encoding and CSP Reduction for Interconnected Alldiff Constraints,2009_008_0031.png,Knowledge Representation & Reasoning,Broderick Crawford,Universidad Técnica Federico Santa María, | PUCV,"Valparaíso, Chile | Chile","1 Universidad Técnica Federico Santa María, Valparaíso, Chile 4 Pontificia Universidad Católica de Valparaíso, PUCV, Chile",*USM,2009,
1967,SAT Encoding and CSP Reduction for Interconnected Alldiff Constraints,2009_008_0031.png,Knowledge Representation & Reasoning,Broderick Crawford,Pontificia Universidad Católica de Valparaíso, | PUCV,"Valparaíso, Chile | Chile","1 Universidad Técnica Federico Santa María, Valparaíso, Chile 4 Pontificia Universidad Católica de Valparaíso, PUCV, Chile",*PUCV,2009,Chile
1968,SAT Encoding and CSP Reduction for Interconnected Alldiff Constraints,2009_008_0031.png,Knowledge Representation & Reasoning,Carlos Castro,Universidad Técnica Federico Santa María,,"Valparaíso, Chile","1 Universidad Técnica Federico Santa María, Valparaíso, Chile",*USM,2009,Chile
1969,Phase Transition in the Bandwidth Minimization Problem,2009_008_0032.png,Heuristic Search & Optimization,Nelson Rangel-Valdez,CINVESTAV,Information Technology Laboratory,"Victoria Tamps., Mexico","CINVESTAV-Tamaulipas, Information Technology Laboratory Km. 6 Carretera Victoria-Monterrey, 87276 Victoria Tamps., Mexico",CINVESTAV,2009,Mexico
1970,Phase Transition in the Bandwidth Minimization Problem,2009_008_0032.png,Heuristic Search & Optimization,Jose Torres-Jimenez,CINVESTAV,Information Technology Laboratory,"Victoria Tamps., Mexico","CINVESTAV-Tamaulipas, Information Technology Laboratory Km. 6 Carretera Victoria-Monterrey, 87276 Victoria Tamps., Mexico",CINVESTAV,2009,Mexico
1971,Planning for Conditional Learning Routes,2009_008_0033.png,Heuristic Search & Optimization,Lluvia Morales,University of Granada,Department of Computer Science and Artificial Intelligence,"Granada, Spain","Department of Computer Science and Artificial Intelligence, University of Granada
Daniel Saucedo Aranda s/n 18071 Granada, Spain",*UGR,2009,Spain
1972,Planning for Conditional Learning Routes,2009_008_0033.png,Heuristic Search & Optimization,Luis Castillo,University of Granada,Department of Computer Science and Artificial Intelligence,"Granada, Spain","Department of Computer Science and Artificial Intelligence, University of Granada
Daniel Saucedo Aranda s/n 18071 Granada, Spain",*UGR,2009,Spain
1973,Planning for Conditional Learning Routes,2009_008_0033.png,Heuristic Search & Optimization,Juan Fernández-Olivares,University of Granada,Department of Computer Science and Artificial Intelligence,"Granada, Spain","Department of Computer Science and Artificial Intelligence, University of Granada
Daniel Saucedo Aranda s/n 18071 Granada, Spain",*UGR,2009,Spain
1974,A New Backtracking Algorithm for Constructing Binary Covering Arrays of Variable Strength*,2009_008_0034.png,Heuristic Search & Optimization,Josue Bracho-Rios,Cinvestav,Information Technology Laboratory,"Victoria, Tamps., Mexico","CINVESTAV-Tamaulipas, Information Technology Laboratory Km. 6 Carretera Victoria-Monterrey, 87276 Victoria Tamps., Mexico",CINVESTAV,2009,Mexico
1975,A New Backtracking Algorithm for Constructing Binary Covering Arrays of Variable Strength*,2009_008_0034.png,Heuristic Search & Optimization,Jose Torres-Jimenez,Cinvestav,Information Technology Laboratory,"Victoria, Tamps., Mexico","CINVESTAV-Tamaulipas, Information Technology Laboratory Km. 6 Carretera Victoria-Monterrey, 87276 Victoria Tamps., Mexico",CINVESTAV,2009,Mexico
1976,A New Backtracking Algorithm for Constructing Binary Covering Arrays of Variable Strength*,2009_008_0034.png,Heuristic Search & Optimization,Eduardo Rodriguez-Tello,Cinvestav,Information Technology Laboratory,"Victoria, Tamps., Mexico","CINVESTAV-Tamaulipas, Information Technology Laboratory Km. 6 Carretera Victoria-Monterrey, 87276 Victoria Tamps., Mexico",CINVESTAV,2009,Mexico
1977,"Pipelining Memetic Algorithms, Constraint Satisfaction, and Local Search for Course Timetabling",2009_008_0035.png,Bio-inspired & Evolutionary Computing,Santiago E. Conant-Pablos,Tecnológico de Monterrey,"Centro de Computación Inteligente y Robótica, Campus Monterrey","Monterrey, N.L., Mexico","Tecnológico de Monterrey, Campus Monterrey
Centro de Computación Inteligente y Robótica
Av. Eugenio Garza Sada 2501, Monterrey, N.L. 64849 Mexico",ITESM,2009,Mexico
1978,"Pipelining Memetic Algorithms, Constraint Satisfaction, and Local Search for Course Timetabling",2009_008_0035.png,Bio-inspired & Evolutionary Computing,Dulce J. Magaña-Lozano,Tecnológico de Monterrey,"Centro de Computación Inteligente y Robótica, Campus Monterrey","Monterrey, N.L., Mexico","Tecnológico de Monterrey, Campus Monterrey
Centro de Computación Inteligente y Robótica
Av. Eugenio Garza Sada 2501, Monterrey, N.L. 64849 Mexico",ITESM,2009,Mexico
1979,"Pipelining Memetic Algorithms, Constraint Satisfaction, and Local Search for Course Timetabling",2009_008_0035.png,Bio-inspired & Evolutionary Computing,Hugo Terashima-Marín,Tecnológico de Monterrey,"Centro de Computación Inteligente y Robótica, Campus Monterrey","Monterrey, N.L., Mexico","Tecnológico de Monterrey, Campus Monterrey
Centro de Computación Inteligente y Robótica
Av. Eugenio Garza Sada 2501, Monterrey, N.L. 64849 Mexico",ITESM,2009,Mexico
1980,Fuzzy Relational Compression Applied on Feature Vectors for Infant Cry Recognition*,2009_008_0036.png,Fuzzy Logic & Fuzzy Systems,Orion Fausto Reyes-Galaviz,Universidad Autónoma de Tlaxcala,"Facultad de Ciencias Básicas, Ingeniería y Tecnología","Apizaco, Tlaxcala, México","Universidad Autónoma de Tlaxcala
Facultad de Ciencias Básicas, Ingeniería y Tecnología
Calzada Apizaquito, Km. 1.5 Apizaco, Tlaxcala. México",UATx,2009,Mexico
1981,Fuzzy Relational Compression Applied on Feature Vectors for Infant Cry Recognition*,2009_008_0036.png,Fuzzy Logic & Fuzzy Systems,Carlos Alberto Reyes-García,"Instituto Nacional de Astrofísica, Óptica y Electrónica",,"Tonantzintla, Puebla, México","Instituto Nacional de Astrofísica, Óptica y Electrónica
Luis Enrique Erro 1, Tonantzintla, Puebla, México",INAOE,2009,Mexico
1982,Parametric Operations for Digital Hardware Implementation of Fuzzy Systems,2009_008_0037.png,Fuzzy Logic & Fuzzy Systems,Antonio Hernández Zavala,Instituto Politécnico Nacional,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas,,"Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas, Instituto Politécnico Nacional",IPN,2009,Mexico
1983,Parametric Operations for Digital Hardware Implementation of Fuzzy Systems,2009_008_0037.png,Fuzzy Logic & Fuzzy Systems,Ildar Z. Batyrshin,Instituto Mexicano del Petróleo,,,Instituto Mexicano del Petróleo,IMP,2009,
1984,Parametric Operations for Digital Hardware Implementation of Fuzzy Systems,2009_008_0037.png,Fuzzy Logic & Fuzzy Systems,Imre J. Rudas,Budapest Tech,,,Budapest Tech,*OBUDA,2009,Hungary
1985,Parametric Operations for Digital Hardware Implementation of Fuzzy Systems,2009_008_0037.png,Fuzzy Logic & Fuzzy Systems,Luís Villa Vargas,Instituto Politécnico Nacional,Centro de Investigaciones en Computación,,"Centro de Investigaciones en Computación, Instituto Politécnico Nacional",IPN,2009,Mexico
1986,Parametric Operations for Digital Hardware Implementation of Fuzzy Systems,2009_008_0037.png,Fuzzy Logic & Fuzzy Systems,Oscar Camacho Nieto,Instituto Politécnico Nacional,Centro de Investigaciones en Computación,,"Centro de Investigaciones en Computación, Instituto Politécnico Nacional",IPN,2009,Mexico
1987,Fuzzy Logic for Combining Particle Swarm Optimization and Genetic Algorithms: Preliminary Results,2009_008_0038.png,Bio-inspired & Evolutionary Computing,Fevrier Valdez,Tijuana Institute of Technology,,"Tijuana, BC, México","Tijuana Institute of Technology, Tijuana BC. México",TecNM,2009,Mexico
1988,Fuzzy Logic for Combining Particle Swarm Optimization and Genetic Algorithms: Preliminary Results,2009_008_0038.png,Bio-inspired & Evolutionary Computing,Patricia Melin,Tijuana Institute of Technology,,"Tijuana, BC, México","Tijuana Institute of Technology, Tijuana BC. México",TecNM,2009,Mexico
1989,Fuzzy Logic for Combining Particle Swarm Optimization and Genetic Algorithms: Preliminary Results,2009_008_0038.png,Bio-inspired & Evolutionary Computing,Oscar Castillo,Tijuana Institute of Technology,,"Tijuana, BC, México","Tijuana Institute of Technology, Tijuana BC. México",TecNM,2009,Mexico
1990,Optimization of Type-2 Fuzzy Integration in Modular Neural Networks Using an Evolutionary Method with Applications in Multimodal Biometry,2009_008_0039.png,Bio-inspired & Evolutionary Computing,Denisse Hidalgo,UABC University,School of Engineering,"Tijuana, México","School of Engineering UABC University. Tijuana, México",UABC,2009,Mexico
1991,Optimization of Type-2 Fuzzy Integration in Modular Neural Networks Using an Evolutionary Method with Applications in Multimodal Biometry,2009_008_0039.png,Bio-inspired & Evolutionary Computing,Patricia Melin,Tijuana Institute of Technology,Division of Graduate Studies,"Tijuana, México","Division of Graduate Studies Tijuana Institute of Technology. Tijuana, México",TecNM,2009,Mexico
1992,Optimization of Type-2 Fuzzy Integration in Modular Neural Networks Using an Evolutionary Method with Applications in Multimodal Biometry,2009_008_0039.png,Bio-inspired & Evolutionary Computing,Guillerrno Licea,UABC University,School of Engineering,"Tijuana, México","School of Engineering UABC University. Tijuana, México",UABC,2009,Mexico
1993,Optimization of Type-2 Fuzzy Integration in Modular Neural Networks Using an Evolutionary Method with Applications in Multimodal Biometry,2009_008_0039.png,Bio-inspired & Evolutionary Computing,Oscar Castillo,Tijuana Institute of Technology,Division of Graduate Studies,"Tijuana, México","Division of Graduate Studies Tijuana Institute of Technology. Tijuana, México",TecNM,2009,Mexico
1994,st-Alphabets: On the Feasibility in the Explicit Use of Extended Relational Alphabets in Classifier Systems,2009_008_0040.png,Bio-inspired & Evolutionary Computing,Carlos D. Toledo-Suárez,,,"San Nicolás de los Garza, Nuevo León, México","Jabatos 150, Paseo de los Ángeles, San Nicolás de los Garza, Nuevo León 66470, México",,2009,Mexico
1995,Comparison of Neural Networks and Support Vector Machine Dynamic Models for State Estimation in Semiautogenous Mills,2009_008_0041.png,Supervised Machine Learning,Gonzalo Acuña,Universidad de Santiago de Chile,Depto. de Ingeniería Informática,"Santiago, Chile","Depto. de Ingeniería Informática, Universidad de Santiago de Chile, USACH, Av. Ecuador 3659, Santiago, Chile",*USACH,2009,Chile
1996,Comparison of Neural Networks and Support Vector Machine Dynamic Models for State Estimation in Semiautogenous Mills,2009_008_0041.png,Supervised Machine Learning,Millaray Curilem,Universidad de La Frontera,Dpto. De Ingeniería Eléctrica,"Temuco, Chile","Dpto. De Ingeniería Eléctrica, Universidad de La Frontera, UFRO, Av. Francisco Salazar 01145, Temuco, Chile",*UFRO,2009,Chile
1997,Using Wolfe’s Method in Support Vector Machines Learning Stage,2009_008_0042.png,Supervised Machine Learning,Juan Frausto-Solís,Instituto Tecnológico de Estudios Superiores de Monterrey,,,Instituto Tecnológico de Estudios Superiores de Monterrey,ITESM,2009,
1998,Using Wolfe’s Method in Support Vector Machines Learning Stage,2009_008_0042.png,Supervised Machine Learning,Miguel González-Mendoza,Instituto Tecnológico de Estudios Superiores de Monterrey,,,Instituto Tecnológico de Estudios Superiores de Monterrey,ITESM,2009,
1999,Using Wolfe’s Method in Support Vector Machines Learning Stage,2009_008_0042.png,Supervised Machine Learning,Roberto López-Díaz,Instituto Tecnológico de Estudios Superiores de Monterrey,,,Instituto Tecnológico de Estudios Superiores de Monterrey,ITESM,2009,
2000,Direct Adaptive Soft Computing Neural Control of a Continuous Bioprocess via Second Order Learning,2009_008_0043.png,Neural Networks & Deep Learning,Ieroham Baruch,CINVESTAV-IPN,Department of Automatic Control,"Mexico City, Mexico","Department of Automatic Control, CINVESTAV-IPN, Av. IPN No 2508, 07360 Mexico City, Mexico",CINVESTAV,2009,Mexico
2001,Direct Adaptive Soft Computing Neural Control of a Continuous Bioprocess via Second Order Learning,2009_008_0043.png,Neural Networks & Deep Learning,Carlos-Roman Mariaca-Gaspar,CINVESTAV-IPN,Department of Automatic Control,"Mexico City, Mexico","Department of Automatic Control, CINVESTAV-IPN, Av. IPN No 2508, 07360 Mexico City, Mexico",CINVESTAV,2009,Mexico
2002,Direct Adaptive Soft Computing Neural Control of a Continuous Bioprocess via Second Order Learning,2009_008_0043.png,Neural Networks & Deep Learning,Josefina Barrera-Cortes,CINVESTAV-IPN,Department of Biotechnology and Bioengineering,"Mexico City, Mexico","Department of Biotechnology and Bioengineering, CINVESTAV-IPN, Av. IPN No 2508, 07360 Mexico City, Mexico",CINVESTAV,2009,Mexico
2003,A Kohonen Network for Modeling Students’ Learning Styles in Web 2.0 Collaborative Learning Systems,2009_008_0044.png,Unsupervised Machine Learning,Ramón Zatarain-Cabada,Instituto Tecnológico de Culiacán,,"Culiacán, Sinaloa, México","Instituto Tecnológico de Culiacán, Juan de Dios Bátiz s/n, col. Guadalupe, Culiacán, Sinaloa, 80220, México",TecNM,2009,Mexico
2004,A Kohonen Network for Modeling Students’ Learning Styles in Web 2.0 Collaborative Learning Systems,2009_008_0044.png,Unsupervised Machine Learning,M. Lucia Barrón-Estrada,Instituto Tecnológico de Culiacán,,"Culiacán, Sinaloa, México","Instituto Tecnológico de Culiacán, Juan de Dios Bátiz s/n, col. Guadalupe, Culiacán, Sinaloa, 80220, México",TecNM,2009,Mexico
2005,A Kohonen Network for Modeling Students’ Learning Styles in Web 2.0 Collaborative Learning Systems,2009_008_0044.png,Unsupervised Machine Learning,Leopoldo Zepeda-Sánchez,Instituto Tecnológico de Culiacán,,"Culiacán, Sinaloa, México","Instituto Tecnológico de Culiacán, Juan de Dios Bátiz s/n, col. Guadalupe, Culiacán, Sinaloa, 80220, México",TecNM,2009,Mexico
2006,A Kohonen Network for Modeling Students’ Learning Styles in Web 2.0 Collaborative Learning Systems,2009_008_0044.png,Unsupervised Machine Learning,Guillermo Sandoval,Instituto Tecnológico de Culiacán,,"Culiacán, Sinaloa, México","Instituto Tecnológico de Culiacán, Juan de Dios Bátiz s/n, col. Guadalupe, Culiacán, Sinaloa, 80220, México",TecNM,2009,Mexico
2007,A Kohonen Network for Modeling Students’ Learning Styles in Web 2.0 Collaborative Learning Systems,2009_008_0044.png,Unsupervised Machine Learning,J. Moises Osorio-Velazquez,Instituto Tecnológico de Culiacán,,"Culiacán, Sinaloa, México","Instituto Tecnológico de Culiacán, Juan de Dios Bátiz s/n, col. Guadalupe, Culiacán, Sinaloa, 80220, México",TecNM,2009,Mexico
2008,A Kohonen Network for Modeling Students’ Learning Styles in Web 2.0 Collaborative Learning Systems,2009_008_0044.png,Unsupervised Machine Learning,J.E. Urias-Barrientos,Instituto Tecnológico de Culiacán,,"Culiacán, Sinaloa, México","Instituto Tecnológico de Culiacán, Juan de Dios Bátiz s/n, col. Guadalupe, Culiacán, Sinaloa, 80220, México",TecNM,2009,Mexico
2009,Teaching-Learning by Means of a Fuzzy-Causal User Model,2009_008_0045.png,Fuzzy Logic & Fuzzy Systems,Alejandro Peña Ayala,Instituto Politécnico Nacional,"WOLNM, ESIME-Z, CIC","Iztapalapa, D. F., Mexico","WOLNM, ESIME-Z and CIC - Instituto Politécnico Nacional, 31 julio 1859 #1099B Leyes Reforma, Iztapalapa, D. F., 09310, Mexico",IPN,2009,Mexico
2010,Inferring Knowledge from Active Learning Simulators for Physics,2009_008_0046.png,Probabilistic & Statistical Reasoning,Julieta Noguez,Tecnológico de Monterrey,Campus Ciudad de México,"México, D.F., México","Tecnológico de Monterrey, Campus Ciudad de México, Calle del Puente 222, Col. Ejidos de Huipulco, Tlalpan 14380 México, D.F., México",ITESM,2009,Mexico
2011,Inferring Knowledge from Active Learning Simulators for Physics,2009_008_0046.png,Probabilistic & Statistical Reasoning,Luis Neri,Tecnológico de Monterrey,Campus Ciudad de México,"México, D.F., México","Tecnológico de Monterrey, Campus Ciudad de México, Calle del Puente 222, Col. Ejidos de Huipulco, Tlalpan 14380 México, D.F., México",ITESM,2009,Mexico
2012,Inferring Knowledge from Active Learning Simulators for Physics,2009_008_0046.png,Probabilistic & Statistical Reasoning,Víctor Robledo-Rella,Tecnológico de Monterrey,Campus Ciudad de México,"México, D.F., México","Tecnológico de Monterrey, Campus Ciudad de México, Calle del Puente 222, Col. Ejidos de Huipulco, Tlalpan 14380 México, D.F., México",ITESM,2009,Mexico
2013,Inferring Knowledge from Active Learning Simulators for Physics,2009_008_0046.png,Probabilistic & Statistical Reasoning,Karla Muñoz,University of Ulster,Magee Campus,,"University of Ulster, Magee Campus",~UU,2009,
2014,Leukocyte Recognition Using EM-Algorithm,2009_008_0047.png,Computer Vision,Mario Chirinos Colunga,University of London,"Department of Computer Science and Information Systems, Birkbeck","London, United Kingdom","Department of Computer Science and Information Systems, Birkbeck, University of London, Malet Street, London WC1E 7HX",~UL,2009,United Kingdom
2015,Leukocyte Recognition Using EM-Algorithm,2009_008_0047.png,Computer Vision,Oscar Sánchez Siordia,Centro Nacional de Investigación y Desarrollo Tecnológico,CENIDET,"Cuernavaca, Morelos, México","Centro Nacional de Investigación y Desarrollo Tecnológico (CENIDET) Cuernavaca, Morelos, México",CENIDET,2009,Mexico
2016,Leukocyte Recognition Using EM-Algorithm,2009_008_0047.png,Computer Vision,Stephen J. Maybank,University of London,"Department of Computer Science and Information Systems, Birkbeck","London, United Kingdom","Department of Computer Science and Information Systems, Birkbeck, University of London, Malet Street, London WC1E 7HX",~UL,2009,United Kingdom
2017,An Automaton for Motifs Recognition in DNA Sequences,2009_008_0048.png,Heuristic Search & Optimization,Gerardo Perez,Benemérita Universidad Autónoma de Puebla,Facultad de Ciencias de la Computación,"Puebla, México","Facultad de Ciencias de la Computación, Benemérita Universidad Autónoma de Puebla, 14 sur y Av. San Claudio, Ciudad Universitaria, Puebla, México",BUAP,2009,Mexico
2018,An Automaton for Motifs Recognition in DNA Sequences,2009_008_0048.png,Heuristic Search & Optimization,Yuridia P. Mejia,Benemérita Universidad Autónoma de Puebla,Facultad de Ciencias de la Computación,"Puebla, México","Facultad de Ciencias de la Computación, Benemérita Universidad Autónoma de Puebla, 14 sur y Av. San Claudio, Ciudad Universitaria, Puebla, México",BUAP,2009,Mexico
